Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Country,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Mon Mar 04, 8:30am CST",New Castle,38499408,2022,MERCEDES-BENZ,GLB 250,4MATIC,,SALVAGE - GREATER THAN 75%-MD,NO,Front End,LEFT SIDE,Other,"Mon Mar 04, 12:47am CST",NO,SUVs,,"38,967 mi",,Stationary,Deployed Airbags,Key Available,Black,Black,"2.0L I-4 DI, DOHC, VVT, turbo, 221HP",Gasoline,4 Cyl,W1N4M4HB9NW179607,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,Germany,NO,A,6,"A  ",9,Insurance,"$34,793 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38420614,2020,MITSUBISHI,MIRAGE G4,LE,,SALVAGE-PA,NO,Front End,LEFT SIDE,Other,"Mon Mar 04, 12:45am CST",NO,Automobiles,,"89,624 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Black,"1.2L I-3 DOHC, VVT, 78HP",Gasoline,3 Cyl,ML32F4FJ2LHF05810,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,Thailand,NO,A,14,"A  ",12,Insurance,"$8,542 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38639349,2017,NISSAN,ALTIMA,3.5 SR,,SALVAGE-PA,NO,Right Side,UNKNOWN,Collision,"Mon Mar 04, 12:52am CST",NO,Automobiles,,"130,579 mi",,Run & Drive,Deployed Airbags,Key Available,Gray,Black,"3.5L V-6 DOHC, VVT, 270HP",Gasoline,6 Cyl,1N4BL3APXHC156317,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,A,8,"A  ",13,Insurance,"$9,539 USD",East
"Mon Mar 04, 8:30am CST",New Castle,37783576,2015,NISSAN,ALTIMA,2.5 S,,SALVAGE - GREATER THAN 75%-MD,NO,Front End,RIGHT SIDE,Other,"Mon Mar 04, 12:40am CST",NO,Automobiles,,"45,971 mi",Inoperable Digital Dash,Stationary,Deployed Airbags,Key Available,Red,Black,"2.5L I-4 DOHC, VVT,   182HP",Gasoline,4 Cyl,1N4AL3AP9FC154986,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan 4 Dr.,United States,NO,A,7,"AA ",14,Insurance,"$8,044 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38549700,2010,NISSAN,ALTIMA,2.5 S,,SALVAGE-DE,NO,Rear,UNKNOWN,Collision,"Mon Mar 04, 12:48am CST",NO,Automobiles,,"154,828 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,1N4AL2AP8AC148583,United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,A,11,"A  ",6,Insurance,"$5,093 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38381716,2010,NISSAN,ALTIMA,2.5 S,,SALVAGE - GREATER THAN 75%-MD,NO,Front End,UNKNOWN,Collision,"Mon Mar 04, 12:44am CST",NO,Automobiles,,"250,608 mi",,Stationary,Deployed Airbags,Key Available,Black,Black,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,1N4AL2AP2AN565797,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,A,25,"A  ",10,Insurance,"$4,112 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38440056,2018,NISSAN,MURANO,PLATINUM,"$1,825 USD",SALVAGE-PA,NO,Front End,UNKNOWN,Collision,"Mon Mar 04, 12:46am CST",NO,SUVs,,"68,408 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Black,"3.5L V-6 DOHC, VVT, 260HP",Gasoline,6 Cyl,5N1AZ2MH8JN186750,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,United States,NO,A,26,"A  ",55,Insurance,"$21,835 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38329400,2014,RAM,1500,SSV,,SALVAGE-DE,NO,Rear,FRONT END,Collision,"Mon Mar 04, 12:43am CST",NO,Automobiles,,"151,607 mi",,Stationary,Intact Airbags,,Gray,,"5.7L V-8 VVT, 395HP",Gasoline,8 Cyl,1C6RR7XT3ES223013,United States,Automatic,,Four Wheel Drive,Crew Cab,United States,NO,A,33,"M  ",5,Non-Insurance,"$12,475 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38478814,2016,TOYOTA,COROLLA,LE,,SALVAGE-PA,NO,Front End,ALL OVER,Collision,"Mon Mar 04, 12:46am CST",NO,Automobiles,,"73,137 mi",,Run & Drive,Intact Airbags,Key Available,Black,Beige,"1.8L I-4 DOHC, VVT, 132HP",Gasoline,4 Cyl,2T1BURHE2GC614758,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,Canada,NO,A,16,"A  ",19,Insurance,"$13,774 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38501962,2009,TOYOTA,HIGHLANDER,LIMITED,,SALVAGE - GREATER THAN 75%-MD,NO,Rear,UNKNOWN,Collision,"Mon Mar 04, 12:47am CST",NO,SUVs,,"158,611 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Beige,"3.5L V-6 DOHC, VVT, 270HP",Gasoline,6 Cyl,JTEES42AX92140910,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,Japan,NO,A,24,"I  ",51,Insurance,"$9,825 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38543329,2003,TOYOTA,HIGHLANDER,LIMITED,,SALVAGE-DE,NO,Front End,UNKNOWN,Collision,"Mon Mar 04, 12:48am CST",NO,Automobiles,,"203,544 mi",Not Required/Exempt,Run & Drive,Intact Airbags,Key Available,Gray,Beige,"3.0L V-6 DOHC, VVT, 220HP",Gasoline,6 Cyl,JTEGF21A230100567,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sport Utility,Japan,NO,A,3,"A  ",44,Insurance,"$7,344 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38643213,2017,TOYOTA,PRIUS,THREE TOURING,,SALVAGE-PA,NO,Front End,UNKNOWN,Collision,"Mon Mar 04, 12:52am CST",NO,Automobiles,,"106,330 mi",,Run & Drive,Intact Airbags,Key Available,Red,Black,"1.8L I-4 DOHC, VVT, 95HP",Hybrid,4 Cyl,JTDKARFU2H3532168,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Hatchback,Japan,NO,A,21,"A  ",7,Insurance,"$14,577 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38584715,2016,VINTAGE,OL828H," ",,SALVAGE-ME,NO,Right Side,UNKNOWN,Collision,"Mon Mar 04, 12:50am CST",NO,Trailers,,,,,,Key Available,Black,White,,Other,,5BWUV2824G1000203,United States,,State Farm Group Insurance,,,,NO,A,4,"3U ",50,Insurance,"$15,081 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38638379,2005,VOLKSWAGEN,GOLF,GLS 2.0L,,SALVAGE-DE,NO,Front End,ALL OVER,Collision,"Mon Mar 04, 12:52am CST",NO,Automobiles,,"259,813 mi",Not Required/Exempt,Run & Drive,Intact Airbags,Key Available,Gray,Black,2.0L I-4 115HP,Gasoline,4 Cyl,9BWGL61J654021148,United States,Manual,State Farm Group Insurance,Front Wheel Drive,Hatchback,Brazil,NO,A,18,"A  ",13,Insurance,"$2,768 USD",East
"Mon Mar 04, 8:30am CST",New Castle,38486862,2017,VOLKSWAGEN,GOLF GTI,AUTOBAHN 4-DOOR/S 4-DOOR/SE 4-DOOR/SPORT 4-DOOR,,SALVAGE-DE,NO,Front End,ALL OVER,Collision,"Mon Mar 04, 12:47am CST",NO,Automobiles,,"49,895 mi",,Stationary,Deployed Airbags,Key Available,Silver,Black,"2.0L I-4 DI, DOHC, VVT, turbo, 210HP",Gasoline,4 Cyl,3VW447AU1HM044000,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Hatchback,Mexico,NO,A,19,"A  ",30,Insurance,"$20,204 USD",East
"Mon Mar 04, 8:30am CST",New Castle,37976850,2010,VOLKSWAGEN,NEW BEETLE,2.5L,,SALVAGE-DE,NO,Left Front,RIGHT REAR,Other,"Mon Mar 04, 12:40am CST",NO,Automobiles,,"139,979 mi",,Stationary,Intact Airbags,Key Available,Black,Black,"2.5L I-5 DOHC, VVT,   150HP",Gasoline,5 Cyl,3VWPG3AG4AM009481,United States,Unknown,State Farm Group Insurance,Front Wheel Drive,Coupe,Mexico,NO,A,22,"A  ",37,Insurance,"$5,900 USD",East
