Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Market,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Tue Dec 09, 8:30am CST",Atlanta West,43671739,2007,LEXUS,ES 350," ",$975 USD,Clear,NO,All Over,,Other,"Tue Dec 09, 1:17am CST",NO,Automobiles,,"174,367 mi",Not Required/Exempt,Run & Drive,Intact Airbags,Key Available,Gray,,"3.5L V-6 DOHC, VVT, 272HP",Gasoline,6 Cyl,JTHBJ46G872031009,IAA United States,Automatic,,Front Wheel Drive,Sedan,Japan,NO,A,5,"E  ",9,Non-Insurance,"$2,500 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43451944,2014,MERCEDES-BENZ,GLK 350,4MATIC,"$2,300 USD",Salvage,YES,Left Rear,,Collision,"Tue Dec 09, 1:07am CST",NO,SUVs,,"112,263 mi",,Run & Drive,Intact Airbags,Key Available,White,,"3.5L V-6 DI, DOHC, VVT, 302HP",Gasoline,6 Cyl,WDCGG8JB4EG303638,IAA United States,Automatic,Progressive Casualty Insurance,All-Wheel Drive,Sport Utility,Germany,NO,A,6,"E  ",4,Insurance,"$11,802 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43639180,2012,NISSAN,MAXIMA,3.5 SV,$575 USD,Salvage,YES,Right Rear,All Over,Collision,"Tue Dec 09, 1:15am CST",NO,Automobiles,,"153,656 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,"3.5L V-6 DOHC, VVT, 290HP",Gasoline,6 Cyl,1N4AA5AP0CC868017,IAA United States,Automatic,Progressive Casualty Insurance,Front Wheel Drive,Sedan,United States,NO,A,11,"E  ",17,Insurance,"$6,105 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43464207,2020,NISSAN,ROGUE,S FWD,"$1,250 USD",Salvage,YES,Front End,,Collision,"Tue Dec 09, 1:07am CST",NO,SUVs,,"192,638 mi",,Run & Drive,Intact Airbags,Key Available,Gray,,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,5N1AT2MT2LC803662,IAA United States,Automatic,,Front Wheel Drive,Sport Utility,United States,NO,A,15,"E  ",3,Insurance,"$8,041 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43026065,2020,NISSAN,VERSA,S XTRONIC CVT,$250 USD,Salvage,YES,Front End,All Over,Collision,"Tue Dec 09, 1:01am CST",NO,Automobiles,,1 mi,Inoperable Digital Dash,Stationary,Deployed Airbags,Key Available,Black,,"1.6L I-4 DOHC, VVT, 122HP",Gasoline,4 Cyl,3N1CN8DV4LL882271,IAA United States,Automatic,Progressive Casualty Insurance,Front Wheel Drive,Sedan,Mexico,NO,A,18,"E  ",15,Insurance,"$10,122 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43337349,2017,NISSAN,VERSA,1.6 SV,$25 USD,Salvage,NO,All Over,,Other,"Tue Dec 09, 1:04am CST",NO,Automobiles,,"200,251 mi",Not Actual,Stationary,Intact Airbags,Key Available,Blue,,"1.6L I-4 DOHC, VVT, 109HP",Gasoline,4 Cyl,3N1CN7AP2HL841869,IAA United States,Automatic,,Front Wheel Drive,Sedan,Mexico,NO,A,7,"E  ",22,Non-Insurance,"$2,450 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43519090,2016,RAM,1500,EXPRESS,"$1,050 USD",Salvage,YES,Front End,,Collision,"Tue Dec 09, 1:09am CST",NO,Automobiles,,"258,688 mi",,Run & Drive,Intact Airbags,Key Available,Maroon,,"5.7L V-8 VVT, 395HP",Gasoline,8 Cyl,1C6RR6KT9GS298285,IAA United States,Automatic,Progressive Casualty Insurance,4X2 Drive,Crew Cab,United States,NO,A,21,"E  ",4,Insurance,"$10,178 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43822739,2008,SUBARU,OUTBACK,2.5I/2.5I L.L. BEAN EDITION,$25 USD,Clear,NO,Normal Wear & Tear,,,"Tue Dec 09, 1:25am CST",NO,Automobiles,,"150,910 mi",Not Required/Exempt,Stationary,Intact Airbags,Key Available,White,,"2.5L H-4 VVT, 170HP",Gasoline,4 Cyl,4S4BP61C287365844,IAA United States,Automatic,,All-Wheel Drive,Wagon,United States,NO,A,16,"E  ",19,Non-Insurance,"$1,375 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43596038,2023,TESLA,MODEL Y,AWD/LONG RANGE DUAL MOTOR ALL-WHEEL DRIVE,"$6,900 USD",Salvage,YES,Rear,All Over,Collision,"Tue Dec 09, 1:13am CST",NO,SUVs,,"13,681 mi",," ",Intact Airbags,,Red,,U   U,Electric,,7SAYGDEE7PA102918,IAA United States,Automatic,Progressive Casualty Insurance,All-Wheel Drive,Sport Utility,,NO,A,3,"EV ",3,Insurance,"$39,550 USD",East
"Tue Dec 09, 8:30am CST",Atlanta West,43829811,1999,TOYOTA,COROLLA,CE,$25 USD,Clear,NO,Normal Wear & Tear,,,"Tue Dec 09, 1:25am CST",NO,Automobiles,,"281,236 mi",Not Required/Exempt,Stationary,Intact Airbags,Key Available,Tan,,"1.8L I-4 DOHC, 120HP",Gasoline,4 Cyl,2T1BR12E3XC221038,IAA United States,Automatic,,Front Wheel Drive,Sedan,Canada,NO,A,2,"E  ",3,Non-Insurance,$575 USD,East
"Tue Dec 09, 8:30am CST",Atlanta West,43668229,2001,TOYOTA,LAND CRUISER," ","$2,800 USD",Salvage,YES,Front End,,Collision,"Tue Dec 09, 1:17am CST",NO,SUVs,,"205,190 mi",,Run & Drive,Intact Airbags,Key Available,Tan,,"4.7L V-8 DOHC, 230HP",Gasoline,8 Cyl,JTEHT05J912009681,IAA United States,Automatic,American Family Insurance,Four Wheel Drive,Sport Utility,Japan,NO,A,8,"E  ",18,Insurance,"$12,232 USD",East
