Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Country,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Wed Oct 09, 9:30am CDT",Bowling Green,40151584,2014,FORD,FOCUS,SE,$275 USD,CLEAR-IN,YES,Mechanical,ALL OVER,Other,"Tue Oct 08, 1:23am CDT",NO,Automobiles,,"169,328 mi",,Stationary,Intact Airbags,Key Available,Silver,,"2.0L I-4 DI, DOHC, VVT, 160HP",Gasoline,4 Cyl,1FADP3F22EL392627,United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,,TBD,"B  ",15,Non-Insurance,"$2,225 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40452367,2004,FORD,FREESTAR,LIMITED,$25 USD,ORIGINAL-KY,YES,All Over,UNKNOWN,Other,"Tue Oct 08, 1:41am CDT",NO,Vans,,"232,632 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,4.2L V-6 201HP,Gasoline,6 Cyl,2FMZA58234BA91644,United States,Automatic,,Front Wheel Drive,Wagon,Canada,NO,,TBD,"B  ",20,Non-Insurance,$750 USD,Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40489259,2004,FORD,TAURUS,SE,,ORIGINAL-KY,YES,Roof,ALL OVER,Other,"Sat Oct 05, 1:18am CDT",NO,Automobiles,,"281,795 mi",,Run & Drive,Intact Airbags,Key Available,Gold,,3.0L V-6 155HP,Gasoline,6 Cyl,1FAFP53U24A135892,United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,,TBD,"C  ",6,Non-Insurance,$575 USD,Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40482041,2002,GMC,ENVOY,SLE,$25 USD,ORIGINAL-KY,YES,Mechanical,ALL OVER,Other,"Tue Oct 08, 1:43am CDT",NO,SUVs,,"250,076 mi",,Stationary,Intact Airbags,Key Available,Red,,"4.2L I-6 DOHC, VVT, 270HP",Gasoline,6 Cyl,1GKDT13S822142359,United States,Automatic,,Four Wheel Drive,Sport Utility,United States,NO,,TBD,"C  ",8,Non-Insurance,"$1,025 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,38810254,2020,GMC,TERRAIN,FWD SLE,$25 USD,SALVAGE-KY,YES,Front End," ",Other,"Tue Oct 08, 1:11am CDT",NO,SUVs,,"48,654 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,"1.5L I-4 DI, DOHC, VVT, turbo, 170HP",Gasoline,4 Cyl,3GKALMEVXLL168263,United States,Automatic,Erie Insurance Group,Front Wheel Drive,Sport Utility,Mexico,NO,,TBD,"D  ",7,Insurance,"$20,444 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40260589,2010,HONDA,ODYSSEY,TOURING,,ORIGINAL-KY,YES,Right Side,MECHANICAL,Other,"Thu Oct 03, 1:33am CDT",NO,Vans,,"226,071 mi",,Run & Drive,Intact Airbags,Key Available,Black,,"3.5L V-6 VVT, 244HP",Gasoline,6 Cyl,5FNRL3H91AB037063,United States,Automatic,Nationwide Remarketing - w/c CFF,Front Wheel Drive,Passenger Van,United States,NO,,TBD,"C  ",14,Non-Insurance,"$3,850 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40259905,2007,HONDA,ODYSSEY,EX,$25 USD,ORIGINAL-KY,YES,All Over,UNKNOWN,Other,"Tue Oct 08, 1:29am CDT",NO,Vans,,"223,977 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Gray,"3.5L V-6 VVT, 244HP",Gasoline,6 Cyl,5FNRL38497B058949,United States,Automatic,,Front Wheel Drive,Passenger Van,United States,NO,A,6,"B  ",10,Non-Insurance,"$2,175 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40451983,2011,KIA,SORENTO,EX,$25 USD,ORIGINAL-KY,YES,Mechanical,ALL OVER,Other,"Mon Oct 07, 1am CDT",NO,SUVs,,"182,459 mi",Not Actual,Stationary,Intact Airbags,Key Available,White,,"2.4L I-4 DOHC, VVT, 175HP",Gasoline,4 Cyl,5XYKU4A16BG014736,United States,Automatic,,Front Wheel Drive,Sport Utility,United States,NO,A,9,"B  ",14,Non-Insurance,"$2,875 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40207979,2009,NISSAN,ALTIMA,2.5 S,,SALVAGE-KY,YES,Left Side," ",Collision,"Thu Oct 03, 1:30am CDT",NO,Automobiles,,"185,394 mi",,Run & Drive,Intact Airbags,Key Available,Dark Blue,,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,1N4AL21E49C155220,United States,Automatic,Pharmacists Mutual Group,Front Wheel Drive,Sedan,United States,NO,,TBD,"D  ",11,Insurance,"$4,692 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40043810,2009,NISSAN,CUBE,1.8S,$175 USD,ORIGINAL-KY,YES,Unknown,TRANSMISSION DAMAGE,Other,"Tue Oct 08, 1:19am CDT",NO,Automobiles,,"306,543 mi",,Run & Drive,Intact Airbags,Key Available,Silver,,"1.8L I-4 DOHC, VVT, 122HP",Gasoline,4 Cyl,JN8AZ28R69T121138,United States,Automatic,Charitable Adult Rides & Services,Front Wheel Drive,Wagon,Japan,NO,,TBD,"B  ",9,Non-Insurance,"$1,175 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40260134,2015,NISSAN,SENTRA,SV,$25 USD,ORIGINAL-KY,YES,Front End,ALL OVER,Other,"Tue Oct 08, 1:29am CDT",NO,Automobiles,,"231,513 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"1.8L I-4 DOHC, VVT, 130HP",Gasoline,4 Cyl,3N1AB7APXFL673217,United States,Automatic,,Front Wheel Drive,Sedan,Mexico,NO,A,3,"C  ",15,Non-Insurance,"$2,175 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,40453580,2008,PONTIAC,G6,VALUE LEADER,,ORIGINAL-KY,YES,Mechanical,ALL OVER,Other,"Fri Oct 04, 1:37am CDT",NO,Automobiles,,"124,927 mi",,Run & Drive,Intact Airbags,Key Available,Black,,"2.4L I-4 DOHC, VVT, 164HP",Gasoline,4 Cyl,1G2ZF57B784188227,United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,,TBD,"B  ",4,Non-Insurance,"$1,475 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,39966171,2008,SATURN,OUTLOOK,XR,,ORIGINAL-KY,YES,All Over,FRESH WATER,Other,"Tue Oct 08, 1:17am CDT",NO,SUVs,,"300,000 mi",Not Actual,Run & Drive,Intact Airbags,Key Available,Dark Blue,,"3.6L V-6 DOHC, VVT, 275HP",Gasoline,6 Cyl,5GZEV23798J203226,United States,Automatic,,All-Wheel Drive,Sport Utility,United States,NO,,TBD,"B  ",6,Non-Insurance,"$2,475 USD",Central
"Wed Oct 09, 9:30am CDT",Bowling Green,39847660,2000,TOYOTA,CAMRY,LE,,ORIGINAL-KY,YES,Front End,ALL OVER,Other,"Mon Oct 07, 12:41am CDT",NO,Automobiles,,"279,565 mi",,Run & Drive,Intact Airbags,Key Available,Gold,Gray,"2.2L I-4 DOHC, 133HP",Gasoline,4 Cyl,JT2BG22K4Y0405393,United States,Automatic,,Front Wheel Drive,Sedan,Japan,NO,A,4,"B  ",12,Non-Insurance,$500 USD,Central
