Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Country,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Thu Apr 03, 8:30am CDT",Long Island,41783480,2013,CHRYSLER,TOWN & COUNTRY,LIMITED,"$1,050 USD",Salvage,NO,Right Side,SUSPENSION,Collision,"Wed Apr 02, 1:29am CDT",NO,Vans,,"72,668 mi",,Run & Drive,Intact Airbags,Key Available,Light Blue,Black,"3.6L V-6 DOHC, VVT, 283HP",Flexible Fuel,6 Cyl,2C4RC1GG2DR802696,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Lwb,Canada,NO,,TBD,"MW ",4,Insurance,"$8,281 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41381065,2010,DODGE,AVENGER,SXT,,Salvage,NO,Theft,LEFT SIDE,Theft,"Wed Apr 02, 1:11am CDT",NO,Automobiles,,"71,967 mi",,Stationary,Intact Airbags,,Silver,Black,"2.4L I-4 DOHC, VVT, 173HP",Gasoline,4 Cyl,1B3CC4FB8AN150108,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MQ ",47,Insurance,"$6,938 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41737952,2023,FORD,BRONCO,BIG BEND,"$6,800 USD",Salvage,NO,Front End,LEFT & RIGHT SIDE,Collision,"Wed Apr 02, 1:26am CDT",NO,SUVs,,"8,781 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Black,"2.3L I-4 DI, DOHC, VVT, turbo, 275HP",Gasoline,4 Cyl,1FMDE5DH0PLC12031,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,,TBD,"MS ",5,Insurance,"$45,943 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41810929,2004,FORD,ESCAPE,XLT,,Salvage,NO,Left Side,UNDERCARRIAGE,Collision,"Wed Apr 02, 1:30am CDT",NO,SUVs,,"229,539 mi",,Run & Drive,Intact Airbags,Key Available,Silver,Gray,"3.0L V-6 DOHC, 201HP",Gasoline,6 Cyl,1FMYU03164KA95424,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Utility,United States,NO,,TBD,"MV ",40,Insurance,"$2,097 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41538589,2011,FORD,EXPLORER,XLT,,Salvage,NO,Left & Right Side,FRONT & REAR,Collision,"Wed Apr 02, 1:15am CDT",NO,SUVs,,"133,235 mi",,Run & Drive,Intact Airbags,Key Available,Maroon,Gray,"3.5L V-6 DOHC, VVT, 290HP",Gasoline,6 Cyl,1FMHK8D87BGA29416,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,,TBD,"MW ",5,Insurance,"$7,553 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41810166,2011,FORD,FOCUS,SE,,Salvage,NO,Rear," ",Collision,"Wed Apr 02, 1:30am CDT",NO,Automobiles,,"188,263 mi",,Run & Drive,Intact Airbags,Key Available,Black,Gray,"2.0L I-4 DOHC, 132HP",Gasoline,4 Cyl,1FAHP3FN5BW197739,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MS ",21,Insurance,"$3,768 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41775868,2018,FORD,TRANSIT-250," ",,Salvage,NO,Total Burn," ",Fire,"Wed Apr 02, 1:28am CDT",NO,Vans,,"175,000 mi",Not Actual,Stationary,,Key Available,Black,Black,3.7L V6 FI DOHC 24V NF4,Gasoline,6 Cyl,1FTYR1ZM1JKA12491,United States,Automatic,State Farm Group Insurance,Rear Wheel Drive,Cargo Van,United States,NO,,TBD,"KC ",68,Insurance,"$10,562 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41752611,2016,FORD,TRANSIT-250," ","$1,050 USD",Salvage,NO,Front End," ",Collision,"Wed Apr 02, 1:27am CDT",NO,Vans,,"238,715 mi",,Run & Drive,Intact Airbags,Key Available,White,Gray,"3.7L V-6 DOHC, VVT, 270HP",Gasoline,6 Cyl,1FTYR1CM2GKA12288,United States,Automatic,State Farm Group Insurance,Rear Wheel Drive,Cargo Van,United States,NO,,TBD,VIC,4,Insurance,"$11,821 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,40460124,2021,HONDA,ACCORD,SPORT 2.0T,"$5,100 USD",Salvage,NO,Theft," ",Theft,"Wed Apr 02, 1:05am CDT",NO,Automobiles,,"78,461 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"2.0L I-4 DI, DOHC, VVT, turbo, 252HP",Gasoline,4 Cyl,1HGCV2F31MA021971,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MR ",44,Insurance,"$18,669 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41171208,2018,HONDA,ACCORD,LX,"$1,100 USD",Salvage,NO,Left & Right Side,FRONT & REAR,Collision,"Wed Apr 02, 1:08am CDT",NO,Automobiles,,"57,237 mi",,Run & Drive,Deployed Airbags,Key Available,Dark Blue,Gray,"1.5L I-4 DI, DOHC, VVT, turbo, 192HP",Gasoline,4 Cyl,1HGCV1F14JA028241,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MT ",36,Insurance,"$16,193 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41817331,2007,HONDA,ACCORD,2.4 VP,,Salvage,NO,Front & Rear,NONE,Collision,"Wed Apr 02, 1:31am CDT",NO,Automobiles,,"239,628 mi",,Run & Drive,Intact Airbags,Key Available,Silver,Black,"2.4L I-4 DOHC, VVT, 166HP",Gasoline,4 Cyl,1HGCM56127A204125,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MW ",6,Insurance,"$2,321 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41826126,2011,HONDA,CIVIC,LX,$25 USD,Salvage,NO,Right Side," ",Collision,"Wed Apr 02, 1:31am CDT",NO,Automobiles,,"149,756 mi",,Run & Drive,Intact Airbags,Key Available,Black,Gray,"1.8L I-4 VVT, 140HP",Gasoline,4 Cyl,2HGFA1F58BH530782,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,Canada,NO,,TBD,"MR ",47,Insurance,"$4,180 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41696080,2022,HONDA,HR-V,AWD LX,$75 USD,Salvage,NO,Front End,LEFT SIDE,Collision,"Wed Apr 02, 1:23am CDT",NO,SUVs,,"10,678 mi",,Run & Drive,Deployed Airbags,Key Available,Gray,Black,"1.8L I-4 VVT, 141HP",Gasoline,4 Cyl,3CZRU6H30NM751577,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,Mexico,NO,,TBD,"MV ",43,Insurance,"$19,898 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41470716,2018,HONDA,PILOT,EX-L,"$1,350 USD",Salvage,NO,Theft,RIGHT FRONT,Theft,"Wed Apr 02, 1:13am CDT",NO,SUVs,,"49,279 mi",,Run & Drive,Intact Airbags,Key Available,Green,Brown,"3.5L V-6 DI, VVT, 280HP",Gasoline,6 Cyl,5FNYF6H56JB047220,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,United States,NO,,TBD,"MT ",8,Insurance,"$22,702 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41721800,2011,HONDA,PILOT,TOURING,,Salvage,NO,Front & Rear,LEFT & RIGHT SIDE,Collision,"Wed Apr 02, 1:25am CDT",NO,SUVs,,"132,979 mi",,Run & Drive,Intact Airbags,Key Available,Black,Gray,"3.5L V-6 VVT, 250HP",Gasoline,6 Cyl,5FNYF4H97BB099528,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,,TBD,"MR ",48,Insurance,"$8,684 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41604847,2010,HONDA,PILOT,EX-L,$25 USD,Salvage,NO,Front End," ",Collision,"Wed Apr 02, 1:18am CDT",NO,SUVs,,"129,655 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Gray,"3.5L V-6 VVT, 250HP",Gasoline,6 Cyl,5FNYF4H6XAB009440,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,,TBD,"MW ",6,Insurance,"$7,617 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41623808,2020,HYUNDAI,SONATA,SEL,,Salvage,NO,Rear,NONE,Collision,"Wed Apr 02, 1:19am CDT",NO,Automobiles,,"41,689 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Black,"2.5L I-4 DI, DOHC, VVT, 191HP",Gasoline,4 Cyl,5NPEF4JA8LH049795,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MW ",8,Insurance,"$17,115 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41645241,2024,HYUNDAI,TUCSON,LIMITED,$50 USD,Salvage,NO,Rear," ",Collision,"Wed Apr 02, 1:20am CDT",NO,SUVs,,"14,633 mi",,Run & Drive,Intact Airbags,Key Available,Dark Blue,Gray,"2.5L I-4 DI, DOHC, VVT, 187HP",Gasoline,4 Cyl,KM8JECDE4RU296364,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,South Korea,NO,,TBD,"MV ",33,Insurance,"$28,657 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41653772,2024,HYUNDAI,TUCSON,SE,,Salvage,NO,Front & Rear,LEFT SIDE,Collision,"Wed Apr 02, 1:21am CDT",NO,SUVs,,"6,235 mi",,Run & Drive,Deployed Airbags,Key Available,White,Black,"2.5L I-4 DI, DOHC, VVT, 187HP",Gasoline,4 Cyl,5NMJACDE0RH418046,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,United States,NO,,TBD,"MS ",6,Insurance,"$24,040 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41356056,2019,INFINITI,Q50,3.0T LUXE,"$3,050 USD",Salvage,NO,Theft,LEFT & RIGHT SIDE,Theft,"Wed Apr 02, 1:10am CDT",NO,Automobiles,,"51,757 mi",,Stationary,Intact Airbags,Key Available,White,Black,"3.0L V-6 DI, DOHC, VVT, turbo, 300HP",Gasoline,6 Cyl,JN1EV7AR6KM552372,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Japan,NO,,TBD,"MR ",49,Insurance,"$21,377 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41801746,2014,INFINITI,QX60," ",$25 USD,Salvage,NO,Front End,LEFT & RIGHT SIDE,Collision,"Wed Apr 02, 1:30am CDT",NO,SUVs,,"111,439 mi",,Stationary,Deployed Airbags,Key Available,Gray,Black,"3.5L V-6 DOHC, VVT, 265HP",Gasoline,6 Cyl,5N1AL0MM0EC534898,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,United States,NO,,TBD,"MQ ",36,Insurance,"$11,280 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41575824,2019,JEEP,GRAND CHEROKEE,LAREDO 4X4,$75 USD,Salvage,NO,Front End,NONE,Collision,"Wed Apr 02, 1:17am CDT",NO,SUVs,,"46,020 mi",,Run & Drive,Deployed Airbags,Key Available,Silver,Black,"3.6L V-6 DOHC, VVT, 293HP",Flexible Fuel,6 Cyl,1C4RJFAG6KC829496,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,,TBD,"MU ",44,Insurance,"$25,761 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41770034,2009,JEEP,GRAND CHEROKEE,LAREDO,$25 USD,Salvage,NO,Front End," ",Collision,"Wed Apr 02, 1:28am CDT",NO,SUVs,,"65,953 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Black,3.7L V-6 210HP,Gasoline,6 Cyl,1J8GR48K49C533670,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,,TBD,"MV ",2,Insurance,"$7,853 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,35956785,2006,JEEP,LIBERTY,SPORT,,Salvage,NO,Left Front,SUSPENSION,Collision,"Wed Apr 02, 1:04am CDT",NO,SUVs,,"139,249 mi",Not Required/Exempt,Starts,Intact Airbags,Key Available,Black,Gray,3.7L V-6   210HP,Gasoline,6 Cyl,1J4GL48K66W227938,United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Wagon 4 Dr.,United States,NO,,TBD,"   ",,Insurance,"$4,609 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41813999,2022,KIA,SORENTO,X-LINE EX,$25 USD,Salvage,NO,Front End,LEFT SIDE,Collision,"Wed Apr 02, 1:30am CDT",NO,SUVs,,"26,118 mi",,Run & Drive,Deployed Airbags,Key Available,Green,Black,"2.5L I-4 DI, DOHC, VVT, turbo, 281HP",Gasoline,4 Cyl,5XYRHDLFXNG078956,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,United States,NO,,TBD,"MT ",38,Insurance,"$28,184 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41828305,2011,LEXUS,IS 250," ",$25 USD,Salvage,NO,Front End," ",Collision,"Wed Apr 02, 1:31am CDT",NO,Automobiles,,"148,878 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Silver,"2.5L V-6 DI, DOHC, VVT, 204HP",Gasoline,6 Cyl,JTHCF5C27B5052672,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Japan,NO,,TBD,"MR ",22,Insurance,"$8,413 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41560905,2019,MERCEDES-BENZ,AMG GLC 63,4MATIC,"$6,300 USD",Salvage,NO,Front End," ",Collision,"Wed Apr 02, 1:16am CDT",NO,SUVs,,"94,348 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Black,"4.0L V-8 DI, DOHC, VVT, turbo, 469HP",Gasoline,8 Cyl,WDC0G8JB7KF488190,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,Germany,NO,,TBD,"MX ",5,Insurance,"$37,613 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41869888,2012,MERCEDES-BENZ,E 350,4MATIC,$525 USD,Salvage,NO,Left Side,FRONT & REAR,Collision,"Wed Apr 02, 1:34am CDT",NO,Automobiles,,"124,187 mi",,Run & Drive,Intact Airbags,Key Available,White,Brown,"3.5L V-6 DI, DOHC, VVT, 302HP",Gasoline,6 Cyl,WDDHF8JB9CA557669,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Germany,NO,,TBD,"MY ",23,Insurance,"$6,801 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41739205,2017,MERCEDES-BENZ,GLA 250,4MATIC,,Salvage,NO,Right Side," ",Collision,"Wed Apr 02, 1:26am CDT",NO,SUVs,,"161,348 mi",,Stationary,Intact Airbags,,Gray,Black,"2.0L I-4 DI, DOHC, VVT, turbo, 208HP",Gasoline,4 Cyl,WDCTG4GB2HJ344856,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,Germany,NO,,TBD,"MV ",4,Insurance,"$10,953 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41839115,2020,MERCEDES-BENZ,GLB 250,4MATIC,"$7,600 USD",Salvage,NO,Rollover," ",Collision,"Wed Apr 02, 1:32am CDT",NO,SUVs,,"7,028 mi",,Run & Drive,Deployed Airbags,Key Available,Gray,Black,"2.0L I-4 DI, DOHC, VVT, turbo, 221HP",Gasoline,4 Cyl,W1N4M4HBXLW033245,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,Germany,NO,,TBD,"MY ",30,Insurance,"$25,650 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41445136,2019,MERCEDES-BENZ,GLC 300,4MATIC,$525 USD,Salvage,NO,Front End,LEFT & RIGHT SIDE,Collision,"Wed Apr 02, 1:12am CDT",NO,SUVs,,"70,750 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"2.0L I-4 DI, DOHC, VVT, turbo, 241HP",Gasoline,4 Cyl,WDC0G4KB2KV135272,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,Germany,NO,,TBD,"MV ",3,Insurance,"$22,135 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41171539,2017,MERCEDES-BENZ,GLE 350,4MATIC,$225 USD,Salvage,NO,Front End," ",Collision,"Wed Apr 02, 1:08am CDT",NO,SUVs,,"90,682 mi",,Run & Drive,Intact Airbags,Key Available,Black,Tan,"3.5L V-6 DI, DOHC, VVT, 302HP",Gasoline,6 Cyl,4JGDA5HB0HA915479,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,United States,NO,,TBD,"MS ",22,Insurance,"$16,437 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41588019,2023,MERCEDES-BENZ,S 500,4MATIC,"$7,100 USD",Salvage,NO,Front End,LEFT SIDE,Collision,"Wed Apr 02, 1:17am CDT",NO,Automobiles,,"23,938 mi",,Stationary,Deployed Airbags,Key Available,Black,Red,"3.0L I-6 DI, DOHC, VVT, turbo, 429HP",Gasoline,6 Cyl,W1K6G6DB6PA171432,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Germany,NO,,TBD,"MY ",10,Insurance,"$77,901 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41738767,2006,NISSAN,ALTIMA,2.5 S,,Salvage,NO,Right Side," ",Collision,"Wed Apr 02, 1:26am CDT",NO,Automobiles,,"138,598 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Black,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,1N4AL11D36N428472,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MS ",36,Insurance,"$2,998 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41801992,2003,NISSAN,ALTIMA,2.5 S,,Salvage,NO,Left & Right Side,NONE,Collision,"Wed Apr 02, 1:30am CDT",NO,Automobiles,,"172,010 mi",,Run & Drive,Intact Airbags,Key Available,Beige,Beige,"2.5L I-4 DOHC, VVT, 175HP",Gasoline,4 Cyl,1N4AL11E53C354648,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MW ",6,Insurance,"$2,683 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41786523,2018,NISSAN,MAXIMA,3.5 S,$25 USD,Salvage,NO,Left Side," ",Collision,"Wed Apr 02, 1:29am CDT",NO,Automobiles,,"117,403 mi",,Stationary,Intact Airbags,,White,Black,"3.5L V-6 DOHC, VVT, 300HP",Gasoline,6 Cyl,1N4AA6AP7JC406251,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MS ",18,Insurance,"$16,620 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41775598,2012,NISSAN,MAXIMA,3.5 SV,,Salvage,NO,Rear," ",Collision,"Wed Apr 02, 1:28am CDT",NO,Automobiles,,"148,335 mi",,Run & Drive,Intact Airbags,Key Available,Brown,Beige,"3.5L V-6 DOHC, VVT, 290HP",Gasoline,6 Cyl,1N4AA5APXCC827796,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,,TBD,"MW ",3,Insurance,"$5,380 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41619236,2021,NISSAN,ROGUE,SV INTELLIGENT AWD,,Salvage,NO,Front End,LEFT SIDE,Collision,"Wed Apr 02, 1:19am CDT",NO,SUVs,,"49,845 mi",,Stationary,Intact Airbags,Key Available,Black,Black,"2.5L I-4 DI, DOHC, VVT, 181HP",Gasoline,4 Cyl,5N1AT3BB7MC838702,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,United States,NO,,TBD,"MQ ",32,Insurance,"$16,604 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41633082,2008,NISSAN,ROGUE,SL,$25 USD,Salvage,NO,Rear," ",Collision,"Wed Apr 02, 1:20am CDT",NO,SUVs,,"123,484 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Gray,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,JN8AS58V38W118696,United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,Japan,NO,,TBD,"MR ",47,Insurance,"$4,829 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41520536,2021,NISSAN,SENTRA,SV XTRONIC CVT,,Non-Repairable,NO,Front End," ",Collision,"Wed Apr 02, 1:15am CDT",NO,Automobiles,,"59,290 mi",,Run & Drive,Intact Airbags,Key Available,Red,Black,"2.0L I-4 DI, DOHC, VVT, 149HP",Gasoline,4 Cyl,3N1AB8CV9MY222216,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,Mexico,NO,,TBD,"MU ",8,Insurance,"$11,996 USD",East
"Thu Apr 03, 8:30am CDT",Long Island,41868280,2013,NISSAN,VERSA,1.6 SV,,Salvage,NO,Rear," ",Collision,"Wed Apr 02, 1:33am CDT",NO,Automobiles,,"145,887 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Gray,"1.6L I-4 DOHC, VVT, 109HP",Gasoline,4 Cyl,3N1CN7AP3DL845133,United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,Mexico,NO,,TBD,"MS ",10,Insurance,"$5,526 USD",East
