Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Market,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42578227,2011,CHEVROLET,AVEO,1LT,,Salvage,YES,Front End," ",Collision,"Wed Sep 03, 8:06am CEDT / CEST",NO,Automobiles,,"160,888 mi",,Run & Drive,Intact Airbags,Key Available,Green,Gray,"1.6L I-4 DOHC, VVT, 108HP",Gasoline,4 Cyl,KL1TD5DE8BB147301,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,South Korea,NO,A,115,SAA,2,Insurance,"$2,843 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42464805,2014,CHEVROLET,CRUZE,1LT AUTO,,Salvage,YES,Front End," ",Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,Automobiles,,"166,580 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Black,"1.4L I-4 DOHC, VVT, turbo, 138HP",Gasoline,4 Cyl,1G1PC5SB4E7422961,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,A,14,SAA,1,Insurance,"$5,812 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42561289,2019,CHEVROLET,EQUINOX,LT,"$1,900 USD",Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:06am CEDT / CEST",NO,SUVs,,"85,454 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Gray,"1.5L I-4 DI, DOHC, VVT, turbo, 170HP",Gasoline,4 Cyl,3GNAXUEVXKS610860,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,Mexico,NO,A,107,SAA,2,Insurance,"$14,570 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42464816,2015,CHEVROLET,EQUINOX,LTZ,,Salvage,YES,Hail,FRONT & REAR,Other,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,"160,024 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"2.4L I-4 DI, DOHC, VVT, 182HP",Flexible Fuel,4 Cyl,2GNFLHEK7F6128432,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,Canada,NO,A,62,SAA,2,Insurance,"$7,418 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42135849,2011,CHEVROLET,EQUINOX,2LT,,Salvage,YES,Rear,FRONT END,Collision,"Wed Sep 03, 8:02am CEDT / CEST",NO,SUVs,,"133,604 mi",,Run & Drive,Intact Airbags,Key Available,Brown,Black,"3.0L V-6 DI, DOHC, VVT, 264HP",Gasoline,6 Cyl,2CNFLNE58B6463268,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,Canada,NO,A,110,SAA,2,Insurance,"$6,554 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42579177,2009,CHEVROLET,IMPALA,LTZ,$275 USD,Salvage,YES,Right Front," ",Collision,"Wed Sep 03, 8:06am CEDT / CEST",NO,Automobiles,,"89,743 mi",,Run & Drive,Intact Airbags,Key Available,Gold,Beige,"3.9L V-6 VVT, 233HP",Flexible Fuel,6 Cyl,2G1WU57M191102762,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,Canada,NO,A,29,SAA,1,Insurance,"$7,590 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42713576,1998,CHEVROLET,MALIBU,LS,,Salvage,YES,Front End," ",Other,"Wed Sep 03, 8:10am CEDT / CEST",NO,Automobiles,,"98,260 mi",,Stationary,Intact Airbags,Key Available,Gold,,3.1L V-6 150HP,Gasoline,6 Cyl,1G1NE52M1W6269210,IAA United States,Automatic,Erie Insurance Group,Front Wheel Drive,Sedan,United States,NO,A,151,SAA,1,Insurance,"$2,687 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42135336,2014,CHEVROLET,SILVERADO 1500,1LT,$125 USD,Salvage,YES,Left Front," ",Collision,"Wed Sep 03, 8:02am CEDT / CEST",NO,Automobiles,,"106,199 mi",,Run & Drive,Deployed Airbags,Key Available,Silver,Black,"5.3L V-8 DI, VVT, 355HP",Gasoline,8 Cyl,3GCUKREC2EG138970,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Crew Cab,Mexico,NO,A,32,"BB ",46,Insurance,"$17,920 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42713838,2014,CHEVROLET,SILVERADO 1500,1LZ,$25 USD,Non-Repairable,YES,Rollover,ALL OVER,Collision,"Wed Sep 03, 8:10am CEDT / CEST",NO,Automobiles,,"203,546 mi",,Run & Drive,Deployed Airbags,Key Available,Blue,Black,"5.3L V-8 DI, VVT, 355HP",Gasoline,8 Cyl,3GCUKSEC3EG451274,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Crew Cab,Mexico,NO,A,28,SAA,2,Insurance,"$14,401 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42685688,2011,CHEVROLET,SILVERADO 1500,LT,"$1,600 USD",Salvage,YES,Rear," ",Collision,"Wed Sep 03, 8:09am CEDT / CEST",NO,Automobiles,,"137,078 mi",,Run & Drive,Intact Airbags,Key Available,Red,Black,"5.3L V-8 VVT, 315HP",Flexible Fuel,8 Cyl,1GCRKSE35BZ315620,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Extended Cab,United States,NO,A,65,SAA,2,Insurance,"$12,401 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42481163,2010,CHEVROLET,SILVERADO 1500,WORK TRUCK,$25 USD,Salvage,YES,Right Side,FRONT & REAR,Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,Automobiles,,"113,009 mi",,Stationary,Deployed Airbags,Key Available,Blue,Black,4.3L V-6 195HP,Gasoline,6 Cyl,1GCPKPEX2AZ285398,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Regular Cab,United States,NO,A,116,SAA,2,Insurance,"$7,550 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42470056,2009,CHEVROLET,SILVERADO 1500,LT,,Salvage,YES,Front End,RIGHT FRONT,Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,Automobiles,,"119,365 mi",,Run & Drive,Deployed Airbags,Key Available,Black,Black,5.3L V-8 315HP,Gasoline,8 Cyl,3GCEK23M39G230358,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Crew Cab,Mexico,NO,A,44,SAA,1,Insurance,"$10,027 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42481280,2007,CHEVROLET,SILVERADO 1500,LT2,$75 USD,Salvage,YES,Left Side,REAR,Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,Automobiles,,"108,663 mi",,Run & Drive,Intact Airbags,Key Available,Red,Black,5.3L V8 FI  F,Gasoline,8 Cyl,2GCEK19J171628312,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Extended Cab,Canada,NO,A,119,SAA,1,Insurance,"$9,524 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42908248,2006,CHEVROLET,SILVERADO 2500HD,LT1,$25 USD,Salvage,YES,Rollover,ALL OVER,Collision,"Wed Sep 03, 8:18am CEDT / CEST",NO,Automobiles,,"157,365 mi",,Stationary,Intact Airbags,,Maroon,,6.6L V8 FI  F,Diesel,8 Cyl,1GCHC23D16F242130,IAA United States,Automatic,Erie Insurance Group,,Crew Cab,United States,NO,A,149,"BB ",60,Insurance,"$17,404 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42642451,2020,CHEVROLET,SONIC,FWD  LT 5-DOOR,$625 USD,Salvage,YES,Front End,LEFT SIDE,Collision,"Wed Sep 03, 8:08am CEDT / CEST",NO,Automobiles,,"61,903 mi",,Run & Drive,Intact Airbags,Key Available,Maroon,,"1.4L I-4 DOHC, VVT, turbo, 138HP",Gasoline,4 Cyl,1G1JD6SB6L4124936,IAA United States,Automatic,Erie Insurance Group,Front Wheel Drive,Hatchback,United States,NO,A,158,SAA,1,Insurance,"$12,959 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42370760,2013,CHEVROLET,SONIC,LT AUTO,,Salvage,YES,Front End,RIGHT SIDE,Collision,"Wed Sep 03, 8:03am CEDT / CEST",NO,Automobiles,,"183,851 mi",,Run & Drive,Intact Airbags,Key Available,White,Black,"1.8L I-4 DOHC, VVT, 138HP",Gasoline,4 Cyl,1G1JC5SH8D4217959,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,A,20,SAA,2,Insurance,"$3,245 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,40033444,2016,CHEVROLET,TRAX,1LS,,Salvage,YES,Front End,RIGHT FRONT,Collision,"Wed Sep 03, 8:01am CEDT / CEST",NO,SUVs,,"56,938 mi",,Run & Drive,Intact Airbags,Key Available,White,Black,"1.4L I-4 DOHC, VVT, turbo, 138HP",Gasoline,4 Cyl,KL7CJNSBXGB754878,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sport Utility,South Korea,NO,A,23,SAA,1,Insurance,"$11,612 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42447608,2016,CHEVROLET,TRAX,LT,$775 USD,Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,"72,541 mi",,Run & Drive,Intact Airbags,Key Available,Black,Gray,"1.4L I-4 DOHC, VVT, turbo, 138HP",Gasoline,4 Cyl,KL7CJPSB2GB736094,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,South Korea,NO,A,55,SAA,1,Insurance,"$10,592 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42643206,2016,CHRYSLER,200,C,$300 USD,Salvage,YES,Left Side,RIGHT SIDE,Collision,"Wed Sep 03, 8:08am CEDT / CEST",NO,Automobiles,,"125,890 mi",,Run & Drive,Intact Airbags,Key Available,Maroon,Black,"2.4L I-4 VVT, 184HP",Gasoline,4 Cyl,1C3CCCCB5GN121790,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,A,117,SAA,2,Insurance,"$8,275 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42200891,2016,CHRYSLER,200,S,,Salvage,YES,Right Front," ",Collision,"Wed Sep 03, 8:02am CEDT / CEST",NO,Automobiles,,"98,419 mi",,Run & Drive,Intact Airbags,Key Available,Gray,,"2.4L I-4 VVT, 184HP",Gasoline,4 Cyl,1C3CCCBB4GN133544,IAA United States,Automatic,Erie Insurance Group,Front Wheel Drive,Sedan,United States,NO,A,137,SAA,1,Insurance,"$10,595 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42562982,2014,CHRYSLER,300," ",,Salvage,YES,Left Side,FRONT END,Collision,"Wed Sep 03, 8:06am CEDT / CEST",NO,Automobiles,,"112,058 mi",,Starts,Deployed Airbags,Key Available,Black,Black,"3.6L V-6 DOHC, VVT, 292HP",Flexible Fuel,6 Cyl,2C3CCARG6EH383671,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Canada,NO,A,91,SAA,2,Insurance,"$10,496 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42229448,2018,CHRYSLER,PACIFICA,TOURING PLUS,"$2,350 USD",Salvage,YES,Left Side," ",Collision,"Wed Sep 03, 8:02am CEDT / CEST",NO,Vans,,"77,197 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"3.6L V-6 DOHC, VVT, 287HP",Flexible Fuel,6 Cyl,2C4RC1FG6JR292527,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Passenger Van,Canada,NO,A,105,SAA,2,Insurance,"$15,907 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,43043332,2005,CHRYSLER,TOWN & COUNTRY,TOURING,,Clear,NO,Normal Wear & Tear," ",,"Sun Aug 31, 7:56am CEDT / CEST",NO,Vans,,"182,398 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,3.8L V-6 205HP,Gasoline,6 Cyl,2C4GP54LX5R587414,IAA United States,Automatic,,Front Wheel Drive,Lwb,Canada,NO,A,131,"F  ",5,Non-Insurance,$650 USD,East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,43052249,2004,CHRYSLER,TOWN & COUNTRY,LIMITED,,Clear,NO,Normal Wear & Tear," ",,"Sun Aug 31, 7:56am CEDT / CEST",NO,Vans,,"292,089 mi",,Run & Drive,Intact Airbags,Key Available,Silver,,3.8L V-6 215HP,Gasoline,6 Cyl,2C8GT64L04R553786,IAA United States,Automatic,,All-Wheel Drive,Lwb,Canada,NO,A,148,SAA,2,Non-Insurance,"$1,025 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42453622,2018,CROSSROADS,Z-1 SERIES M-333DB," ","$5,000 USD",Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:04am CEDT / CEST",NO,Recreational/ Miscellaneous,Travel Trailer,0 mi,Not Required/Exempt," ",,Key Available,Gray,Brown,,Other,,4YDT32823JS370786,IAA United States,,State Farm Group Insurance,,,,NO,A,18,"BB ",4,Insurance,"$22,473 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42447985,2013,DODGE,AVENGER,SE,$25 USD,Salvage,YES,Right Side,LEFT FRONT,Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,Automobiles,,"150,964 mi",,Run & Drive,Intact Airbags,Key Available,Blue,Black,"2.4L I-4 DOHC, VVT, 173HP",Gasoline,4 Cyl,1C3CDZAB3DN713008,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Sedan,United States,NO,A,114,SAA,2,Insurance,"$3,580 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42467711,2021,DODGE,CHARGER,SXT AWD,,Salvage,YES,Right Front," ",Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,Automobiles,,"83,524 mi",,Run & Drive,Deployed Airbags,Key Available,Blue,Black,"3.6L V-6 DOHC, VVT, 300HP",Flexible Fuel,6 Cyl,2C3CDXJG0MH549452,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Canada,NO,A,84,SAA,2,Insurance,"$22,262 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42405761,2020,DODGE,DURANGO,R/T RWD,$25 USD,Clear,NO,Front End,LEFT & RIGHT SIDE,Other,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,"49,114 mi",,Stationary,Intact Airbags,Key Available,Blue,,"5.7L V-8 VVT, 360HP",Gasoline,8 Cyl,1C4SDHCT3LC154898,IAA United States,Automatic,,,Utility,United States,NO,A,134,SAA,1,Non-Insurance,"$24,200 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42497721,2011,DODGE,DURANGO,EXPRESS,$25 USD,Salvage,YES,Front End,LEFT FRONT,Collision,"Wed Sep 03, 8:05am CEDT / CEST",NO,SUVs,,"220,952 mi",,Run & Drive,Intact Airbags,Key Available,Black,Beige,"3.6L V-6 DOHC, VVT, 290HP",Flexible Fuel,6 Cyl,1D4RE2GG5BC616109,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,United States,NO,A,99,SAA,1,Insurance,"$5,344 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,41827189,2015,DODGE,GRAND CARAVAN,SXT,,Salvage,NO,Front & Rear," ",Other,"Wed Sep 03, 8:01am CEDT / CEST",NO,Vans,,"199,357 mi",,Run & Drive,Intact Airbags,Key Available,Black,,"3.6L V-6 DOHC, VVT, 283HP",Flexible Fuel,6 Cyl,2C4RDGCG8FR652778,IAA United States,Automatic,,Front Wheel Drive,Passenger Van,Canada,NO,A,5,SAA,2,Non-Insurance,"$3,575 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42472012,2014,DODGE,JOURNEY,SXT,$425 USD,Salvage,YES,Undercarriage," ",Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,"156,011 mi",,Run & Drive,Intact Airbags,Key Available,Orange,Black,"3.6L V-6 DOHC, VVT, 283HP",Flexible Fuel,6 Cyl,3C4PDDBG4ET122374,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Utility,Mexico,NO,A,79,SAA,2,Insurance,"$6,281 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42611887,2010,DODGE,RAM 1500,SLT/SPORT/TRX,$25 USD,Salvage,YES,Right Side,NONE,Collision,"Wed Sep 03, 8:07am CEDT / CEST",NO,Automobiles,,"201,027 mi",,Run & Drive,Intact Airbags,Key Available,Black,Black,"5.7L V-8 VVT, 390HP",Gasoline,8 Cyl,1D7RV1CT2AS207022,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Crew Cab,United States,NO,A,46,SAA,2,Insurance,"$8,611 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42379710,2024,FORD,BRONCO SPORT,BIG BEND,"$1,500 USD",Salvage,YES,Rollover,LEFT & RIGHT SIDE,Collision,"Wed Sep 03, 8:03am CEDT / CEST",NO,SUVs,,"13,514 mi",,Run & Drive,Deployed Airbags,Key Available,Green,Black,"1.5L I-3 DI, DOHC, VVT, turbo, 181HP",Gasoline,3 Cyl,3FMCR9B69RRE23208,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,Mexico,NO,A,57,SAA,1,Insurance,"$27,562 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,41356724,2021,FORD,ECOSPORT,SE,"$1,050 USD",Salvage,YES,Rear," ",Collision,"Wed Sep 03, 8:01am CEDT / CEST",NO,SUVs,,"46,590 mi",,Run & Drive,Intact Airbags,Key Available,Gray,Black,"1.0L I-3 DI, DOHC, VVT, turbo, 123HP",Gasoline,3 Cyl,MAJ3S2GE1MC455566,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Utility,India,NO,A,13,SAA,1,Insurance,"$15,718 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42394022,2020,FORD,ECOSPORT,SE,"$1,400 USD",Salvage,YES,Right Front," ",Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,"59,433 mi",,Stationary,Deployed Airbags,Key Available,White,Black,"2.0L I-4 DI, DOHC, VVT, 166HP",Gasoline,4 Cyl,MAJ6S3GL3LC392521,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,India,NO,A,31,SAA,2,Insurance,"$14,544 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42675914,2018,FORD,ESCAPE,SEL,$875 USD,Salvage,YES,Front End," ",Collision,"Wed Sep 03, 8:08am CEDT / CEST",NO,SUVs,,"89,220 mi",,Run & Drive,Intact Airbags,Key Available,White,Black,"1.5L I-4 DI, DOHC, VVT, turbo, 179HP",Gasoline,4 Cyl,1FMCU9HD4JUC39814,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,A,33,SAA,1,Insurance,"$12,503 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42441124,2014,FORD,ESCAPE,TITANIUM,,Salvage,YES,Left Front,RIGHT SIDE,Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,"191,986 mi",,Stationary,Deployed Airbags,,Burgundy,,"2.0L I-4 DI, DOHC, VVT, turbo, 231HP",Gasoline,4 Cyl,1FMCU9J97EUC17124,IAA United States,Automatic,Erie Insurance Group,Four Wheel Drive,Utility,United States,NO,A,141,SAA,1,Insurance,"$5,738 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42727847,2010,FORD,ESCAPE,LIMITED,,Salvage,YES,Left Rear," ",Collision,"Wed Sep 03, 8:10am CEDT / CEST",NO,SUVs,,"156,995 mi",,Run & Drive,Intact Airbags,Key Available,Red,Beige,"3.0L V-6 DOHC, VVT, 240HP",Flexible Fuel,6 Cyl,1FMCU9EG6AKC67902,IAA United States,Automatic,State Farm Group Insurance,Four Wheel Drive,Utility,United States,NO,A,128,SAA,2,Insurance,"$5,382 USD",East
"Wed Sep 03, 3:30pm CEDT / CEST",Shady Spring,42795756,2017,FORD,EXPLORER,XLT,"$1,100 USD",Salvage,YES,Hail,RIGHT FRONT,Other,"Wed Sep 03, 8:13am CEDT / CEST",NO,SUVs,,"202,059 mi",,Run & Drive,Intact Airbags,Key Available,White,,"3.5L V-6 DOHC, VVT, 290HP",Gasoline,6 Cyl,1FM5K8D82HGC98967,IAA United States,Automatic,Erie Insurance Group,Four Wheel Drive,Utility,United States,NO,A,140,SAA,2,Insurance,"$6,453 USD",East
