Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Market,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42717307,2013,CHEVROLET,VOLT," ",$25 USD,Clear,YES,Left Side," ",Other,"Wed Sep 03, 8:10am CEDT / CEST",NO,Automobiles,,1 mi,Inoperable Digital Dash," ",Intact Airbags,Key Available,Gray,,1.4L I4 FI DOHC 16V NF4,Hybrid,4 Cyl,1G1RA6E46DU106821,IAA United States,Automatic,,Front Wheel Drive,Hatchback,United States,NO,A,2,"C  ",10,Non-Insurance,"$2,300 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42811702,2012,COACHMEN,CLIPPER," ","$1,800 USD",Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:13am CEDT / CEST",NO,Recreational/ Miscellaneous,Travel Trailer,0 mi,Inoperable Digital Dash," ",,Key Available,White,Gray,,Other,,5ZT2CWEC3C5100430,IAA United States,,Erie Insurance Group,,,,NO,A,43,BCK,20,Insurance,"$7,543 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42632198,2016,COUGAR,KEYSTONE," ",$300 USD,Salvage,YES,All Over," ",Other,"Wed Sep 03, 8:07am CEDT / CEST",NO,Recreational/ Miscellaneous,Travel Trailer,0 mi,," ",,,Black,Brown,,Other,,4YDT32F27GV500837,IAA United States,,Erie Insurance Group,,,,NO,A,37,"   ",50,Insurance,"$26,413 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42797628,2006,DODGE,GRAND CARAVAN,SE,,Clear,YES,Mechanical," ",Other,"Wed Sep 03, 8:13am CEDT / CEST",NO,Vans,,"91,456 mi",,Starts,Intact Airbags,Key Available,White,,3.3L V-6 180HP,Gasoline,6 Cyl,1D4GP24RX6B587290,IAA United States,Automatic,,Front Wheel Drive,Passenger Van,United States,NO,A,12,"B  ",38,Non-Insurance,$0 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42640057,2006,FORD,E-250,COMMERCIAL/RECREATIONAL,$25 USD,Clear,YES,Left & Right Side,REAR,Other,"Wed Sep 03, 8:07am CEDT / CEST",NO,Vans,,"105,211 mi",,Run & Drive,Intact Airbags,Key Available,White,,4.6L V-8 225HP,Gasoline,8 Cyl,1FTNS24W66HA70249,IAA United States,Automatic,,Rear Wheel Drive,Extended Cargo Van,United States,NO,A,38,"B  ",45,Non-Insurance,"$2,525 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,43044641,2012,FORD,EXPEDITION,XL,$475 USD,Clear,YES,Front End,RIGHT SIDE,Other,"Wed Sep 03, 1:05am CEDT / CEST",NO,SUVs,,"99,206 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,"5.4L V-8 VVT, 310HP",Flexible Fuel,8 Cyl,1FMJU1G57CEF59984,IAA United States,Automatic,,Four Wheel Drive,Utility,United States,NO,A,14,"B  ",43,Non-Insurance,"$2,925 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42965997,2013,FORD,F-150,XLT,$975 USD,Clear,YES,Right Side,LEFT REAR,Other,"Tue Sep 02, 7:54am CEDT / CEST",NO,Automobiles,,"239,592 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,"3.5L V-6 DI, DOHC, VVT, turbo, 365HP",Gasoline,6 Cyl,1FTFX1CT3DFB23635,IAA United States,Automatic,TitleMax,,Extended Cab,United States,NO,,TBD,"A  ",16,Non-Insurance,"$7,050 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42865769,2017,FORD,F-750 DIESEL," ","$5,600 USD",Salvage,YES,Left & Right Side,UNDERCARRIAGE,Other,"Wed Sep 03, 8:16am CEDT / CEST",NO,Heavy Duty Trucks,,1 mi,Not Actual," ",,Key Available,White,,,Diesel,8 Cyl,1FDNF7DC9HDB12636,IAA United States,,,Rear Wheel Drive,Regular Cab,United States,NO,A,29,BCK,58,Non-Insurance,$0 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,43001601,2005,FORD,FREESTYLE,SEL,$50 USD,Clear,YES,Right Side," ",Other,"Wed Sep 03, 1:02am CEDT / CEST",NO,Automobiles,,"229,872 mi",,Run & Drive,Intact Airbags,Key Available,White,,"3.0L V-6 DOHC, 203HP",Gasoline,6 Cyl,1FMZK05135GA06372,IAA United States,Automatic,,All-Wheel Drive,Wagon,United States,NO,A,10,"B  ",13,Non-Insurance,$850 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42806942,2000,GMC,SONOMA,SLS,,Bill Of Sale,YES,Left & Right Side,UNKNOWN,Other,"Wed Sep 03, 8:13am CEDT / CEST",NO,Automobiles,,"225,881 mi",,Stationary,Intact Airbags,Key Available,Tan,,4.3L V-6 190HP,Gasoline,6 Cyl,1GTCT19W6Y8267769,IAA United States,Automatic,,Four Wheel Drive,Extended Cab,United States,NO,A,8,"C  ",35,Non-Insurance,"$1,100 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42956872,2015,GMC,TERRAIN,SLE-1,"$2,550 USD",Clear,YES,Normal Wear & Tear," ",,"Wed Sep 03, 8:21am CEDT / CEST",NO,SUVs,,"84,538 mi",,Run & Drive,Intact Airbags,Key Available,Black,,"2.4L I-4 DI, DOHC, VVT, 182HP",Flexible Fuel,4 Cyl,2GKALMEK0F6116784,IAA United States,Automatic,TitleMax,Front Wheel Drive,Utility,Canada,NO,A,20,"A  ",2,Non-Insurance,"$3,600 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42772233,2006,HONDA,ELEMENT,LX,$25 USD,Salvage,YES,Engine Damage," ",Other,"Wed Sep 03, 8:12am CEDT / CEST",NO,SUVs,,1 mi,Inoperable Digital Dash,Stationary,Intact Airbags,Key Available,Silver,,"2.4L I-4 DOHC, VVT, 156HP",Gasoline,4 Cyl,5J6YH28346L005404,IAA United States,Automatic,,Four Wheel Drive,Utility,United States,NO,A,5,"B  ",19,Non-Insurance,"$2,825 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42761439,2020,HYUNDAI,SONATA,SEL PLUS,$50 USD,Salvage,YES,Hail,RIGHT SIDE,Other,"Wed Sep 03, 8:11am CEDT / CEST",NO,Automobiles,,"135,265 mi",,Stationary,Intact Airbags,,Gold,,"1.6L I-4 DI, DOHC, VVT, turbo, 180HP",Gasoline,4 Cyl,5NPEJ4J28LH016321,IAA United States,Automatic,Erie Insurance Group,Front Wheel Drive,Sedan,United States,NO,A,40,"B  ",23,Insurance,"$11,544 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42680542,2014,HYUNDAI,SONATA,GLS,,Clear,YES,Right Side," ",Other,"Wed Sep 03, 8:09am CEDT / CEST",NO,Automobiles,,"198,529 mi",,Stationary,Intact Airbags,Key Available,Gray,,"2.4L I-4 DI, DOHC, VVT, 190HP",Gasoline,4 Cyl,5NPEB4AC0EH924092,IAA United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,A,16,"B  ",3,Non-Insurance,"$2,850 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42050012,2016,JEEP,CHEROKEE,LIMITED,"$1,250 USD",Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:02am CEDT / CEST",NO,SUVs,,"130,801 mi",,Run & Drive,Intact Airbags,Key Available,Black,,"3.2L V-6 DOHC, 271HP",Flexible Fuel,6 Cyl,1C4PJMDS5GW198158,IAA United States,Automatic,Erie Insurance Group,Four Wheel Drive,Utility,United States,NO,A,27,"C  ",45,Insurance,"$9,815 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42479729,2016,JEEP,GRAND CHEROKEE,LIMITED 75TH ANNIVERSARY,,Salvage,YES,Engine Burn," ",Collision,"Wed Sep 03, 8:04am CEDT / CEST",NO,SUVs,,1 mi,Not Actual,Stationary,Intact Airbags,,White,,"3.6L V-6 DOHC, VVT, 293HP",Flexible Fuel,6 Cyl,1C4RJFBG5GC355854,IAA United States,Automatic,Trexis Insurance,Four Wheel Drive,Utility,United States,NO,A,17,"B  ",42,Insurance,"$10,030 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,43069876,2008,JEEP,PATRIOT,SPORT,$25 USD,Clear,YES,Left Rear,UNKNOWN,Other,"Sat Aug 30, 8:16am CEDT / CEST",NO,SUVs,,"203,241 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,"2.4L I-4 DOHC, VVT, 172HP",Gasoline,4 Cyl,1J8FT28W08D732065,IAA United States,Manual,,Front Wheel Drive,Utility,United States,NO,,TBD,"B  ",19,Non-Insurance,$625 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42783710,2018,JEEP,WRANGLER UNLIMITED,SAHARA 4X4,$25 USD,Salvage,YES,Left Front," ",Collision,"Wed Sep 03, 8:12am CEDT / CEST",NO,SUVs,,"84,717 mi",,Starts,Deployed Airbags,Key Available,Blue,,"2.0L I-4 DI, DOHC, turbo, 270HP",Gasoline,4 Cyl,1C4HJXEN3JW278760,IAA United States,Automatic,Trexis Insurance,Four Wheel Drive,Utility,United States,NO,A,41,"C  ",38,Insurance,"$21,981 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42346217,2024,KIA,SELTOS,S,"$1,100 USD",Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:03am CEDT / CEST",NO,SUVs,,"22,630 mi",,Run & Drive,Intact Airbags,Key Available,Blue,,"2.0L I-4 DOHC, VVT, 146HP",Gasoline,4 Cyl,KNDEUCAA4R7566511,IAA United States,Automatic,Erie Insurance Group,All-Wheel Drive,Utility,South Korea,NO,A,22,"C  ",24,Insurance,"$22,481 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,43076120,2008,LINCOLN,NAVIGATOR L," ",,Clear,YES,Left & Right Side," ",Other,"Fri Aug 29, 8:20am CEDT / CEST",NO,SUVs,,1 mi,Inoperable Digital Dash,Stationary,Intact Airbags,,White,,"5.4L V-8 VVT, 300HP",Gasoline,8 Cyl,5LMFL28578LJ03884,IAA United States,Automatic,Wheelzy,Four Wheel Drive,Utility,United States,NO,,TBD,"B  ",47,Non-Insurance,"$3,250 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42833513,2016,MAZDA,CX-5,GRAND TOURING,"$2,150 USD",Salvage,YES,Left Side,SUSPENSION,Other,"Mon Sep 01, 7:37am CEDT / CEST",NO,SUVs,,"98,350 mi",,Run & Drive,Intact Airbags,Key Available,Silver,,"2.5L I-4 DI, DOHC, VVT, 184HP",Gasoline,4 Cyl,JM3KE4DY7G0872601,IAA United States,Automatic,Alfa Insurance Group,All-Wheel Drive,Sport Utility,Japan,NO,,TBD,"B  ",45,Insurance,"$1,666 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42701738,2001,MAZDA,TRIBUTE,DX V6,,Clear,YES,All Over,ENGINE DAMAGE,Other,"Wed Sep 03, 8:09am CEDT / CEST",NO,SUVs,,1 mi,Inoperable Digital Dash,Stationary,Intact Airbags,Key Available,White,,"3.0L V-6 DOHC, 200HP",Gasoline,6 Cyl,4F2YU07181KM08905,IAA United States,Automatic,,Front Wheel Drive,Utility,United States,NO,A,7,"B  ",14,Non-Insurance,$625 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42904897,2003,MERCEDES-BENZ,CLK 500," ",$25 USD,Clear,YES,Front End,ELECTRICAL,Other,"Wed Sep 03, 8:18am CEDT / CEST",NO,Automobiles,,1 mi,Inoperable Digital Dash,Stationary,Intact Airbags,Key Available,Silver,,"5.0L V-8 , 302HP",Gasoline,8 Cyl,WDBTJ75J03F063443,IAA United States,Automatic,,Rear Wheel Drive,Coupe,Germany,NO,A,25,"B  ",20,Non-Insurance,"$1,100 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42586979,2015,NISSAN,ALTIMA,2.5/2.5 S/2.5 SL/2.5 SV,,Salvage,YES,Left & Right Side,UNKNOWN,Other,"Wed Sep 03, 8:06am CEDT / CEST",NO,Automobiles,,"307,795 mi",,Run & Drive,Intact Airbags,Key Available,Gray,,"2.5L I-4 DOHC, VVT, 182HP",Gasoline,4 Cyl,1N4AL3AP4FC288885,IAA United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,A,3,"C  ",3,Non-Insurance,"$2,750 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42524563,2009,NISSAN,ALTIMA,2.5 S,,Clear,YES,Left Side," ",Other,"Wed Sep 03, 8:05am CEDT / CEST",NO,Automobiles,,"175,452 mi",,Run & Drive,Intact Airbags,Key Available,Gray,,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,1N4AL21E79C116282,IAA United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,A,47,"B  ",9,Non-Insurance,"$1,000 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42050295,2020,NISSAN,MURANO,SL INTELLIGENT AWD,"$5,600 USD",Salvage,YES,Hail," ",Other,"Wed Sep 03, 8:02am CEDT / CEST",NO,SUVs,,"42,508 mi",,Run & Drive,Intact Airbags,Key Available,Brown,,"3.5L V-6 DOHC, VVT, 260HP",Gasoline,6 Cyl,5N1AZ2CS9LN146905,IAA United States,Automatic,Erie Insurance Group,All-Wheel Drive,Utility,United States,NO,A,35,"C  ",26,Insurance,"$23,367 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42884878,2013,NISSAN,PATHFINDER,SL,,Clear,YES,Left Side,MECHANICAL,Other,"Wed Sep 03, 8:17am CEDT / CEST",NO,SUVs,,"199,069 mi",,Starts,Intact Airbags,Key Available,Black,,"3.5L V-6 DOHC, VVT, 260HP",Gasoline,6 Cyl,5N1AR2MM5DC644130,IAA United States,Automatic,,Four Wheel Drive,Sport Utility,United States,NO,A,6,"B  ",22,Non-Insurance,"$3,400 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42751098,2008,NISSAN,QUEST,3.5 SL,,Clear,YES,Right Side,BIOHAZARD,Other,"Mon Sep 01, 7:35am CEDT / CEST",NO,Vans,,1 mi,Inoperable Digital Dash,Stationary,Intact Airbags,Key Available,White,,"3.5L V-6 DOHC, VVT, 235HP",Gasoline,6 Cyl,5N1BV28UX8N121576,IAA United States,Automatic,TitleMax,Front Wheel Drive,Passenger Van,United States,NO,,TBD,"A  ",13,Non-Insurance,$575 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42805525,2018,NISSAN,ROGUE,S,$25 USD,Salvage,YES,Right Side,RIGHT FRONT,Collision,"Wed Sep 03, 8:13am CEDT / CEST",NO,SUVs,,"127,532 mi",,Run & Drive,Intact Airbags,Key Available,Black,,"2.5L I-4 DOHC, VVT, 170HP",Gasoline,4 Cyl,5N1AT2MT4JC852438,IAA United States,Automatic,Erie Insurance Group,Front Wheel Drive,Utility,United States,NO,A,42,"C  ",24,Insurance,"$9,743 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42673901,2005,NISSAN,SENTRA,1.8S,,Salvage,YES,Right Front," ",Collision,"Wed Sep 03, 8:08am CEDT / CEST",NO,Automobiles,,"268,619 mi",,Run & Drive,Intact Airbags,Key Available,Silver,,"1.8L I-4 DOHC, VVT, 126HP",Gasoline,4 Cyl,3N1CB51D15L585822,IAA United States,Automatic,Tennessee Farmers Insurance,Front Wheel Drive,Sedan,Mexico,NO,A,18,"B  ",24,Insurance,"$1,992 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42862933,2024,RAM,2500,LARAMIE  4X4 6'4 BOX,"$24,500 USD",Salvage,YES,Right Rear," ",Collision,"Wed Sep 03, 8:16am CEDT / CEST",NO,Automobiles,,"37,206 mi",,Starts,Intact Airbags,Key Available,Silver,,"6.7L I-6 DI, turbo, 370HP",Diesel,6 Cyl,3C6UR5FL6RG144089,IAA United States,Automatic,Tennessee Farmers Insurance,Four Wheel Drive,Crew Cab,Mexico,NO,A,19,"J  ",24,Insurance,"$71,224 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42708245,2006,SATURN,RELAY,2,$25 USD,Clear,YES,Right Rear," ",Other,"Wed Sep 03, 8:09am CEDT / CEST",NO,Vans,,"189,738 mi",,Stationary,Intact Airbags,Key Available,Maroon,,3.5L V-6 201HP,Gasoline,6 Cyl,5GZDV03L56D228262,IAA United States,Automatic,,Front Wheel Drive,Passenger Van,United States,NO,A,11,"C  ",34,Non-Insurance,$625 USD,West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42733364,2019,TOYOTA,HIGHLANDER,XLE,"$5,100 USD",Salvage,YES,Front End,RIGHT SIDE,Collision,"Wed Sep 03, 8:10am CEDT / CEST",NO,SUVs,,"71,765 mi",,Run & Drive,Intact Airbags,Key Available,White,,"3.5L V-6 DI, DOHC, VVT, 295HP",Gasoline,6 Cyl,5TDJZRFH1KS994766,IAA United States,Automatic,Erie Insurance Group,All-Wheel Drive,Utility,United States,NO,A,39,"C  ",23,Insurance,"$27,489 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,42635751,2007,VOLVO,S40,2.4I,,Clear,YES,Front End," ",Other,"Wed Sep 03, 8:07am CEDT / CEST",NO,Automobiles,,"175,515 mi",Inoperable Digital Dash,Stationary,Intact Airbags,Key Available,Gray,,"2.4L I-5 DOHC, VVT, 168HP",Gasoline,5 Cyl,YV1MS382572270286,IAA United States,Automatic,,Front Wheel Drive,Sedan,Sweden,NO,A,30,"B  ",41,Non-Insurance,"$3,750 USD",West
"Wed Sep 03, 4:30pm CEDT / CEST",Bowling Green,41338388,2006,VOLVO,S60,2.5T,,Clear,YES,Left Side," ",Other,"Wed Sep 03, 8:01am CEDT / CEST",NO,Automobiles,,"203,955 mi",,Starts,Intact Airbags,Key Available,Silver,,"2.5L I-5 DOHC, VVT, turbo, 208HP",Gasoline,5 Cyl,YV1RS592962507778,IAA United States,Automatic,TitleMax,Front Wheel Drive,Sedan,Sweden,NO,A,32,"A  ",2,Non-Insurance,"$1,500 USD",West
